"Age","Mean","CI","Infe","Supe"
5430,3.08896224462833,0.9,2.0285957807435,4.19168194493768
5440,3.10250375392359,0.9,2.06571677349939,4.0574154496658
5450,3.11624471944757,0.9,2.09800248759059,4.17204978314565
5460,3.13019170281044,0.9,2.08485798720488,4.17497242922266
5470,3.14432100818843,0.9,2.12498894054667,4.13216271888707
5480,3.15871777208016,0.9,2.13296634548447,4.16869492847648
5490,3.17334158011797,0.9,2.16961646098665,4.15370026760918
5500,3.1881360328321,0.9,2.21809941594556,4.22138699730367
5510,3.20310984642321,0.9,2.19892570987338,4.20676678263833
5520,3.21832655121892,0.9,2.20407304483967,4.15105449956135
5530,3.23376269558675,0.9,2.28428000008482,4.19643233109503
5540,3.24937593935853,0.9,2.24303372945246,4.24554192228962
5550,3.26513595427564,0.9,2.29505791640907,4.20730022109555
5560,3.28112555575401,0.9,2.29366667023866,4.19286813042591
5570,3.29732839403328,0.9,2.313792409464,4.27721286632585
5580,3.31368663123253,0.9,2.3538049275499,4.24293704925803
5590,3.33019757452417,0.9,2.35699153656849,4.26892595818034
5600,3.34689744196476,0.9,2.41360454521757,4.28843537647311
5610,3.36380948114508,0.9,2.44766685278431,4.31747792054845
5620,3.38086425283051,0.9,2.46568847791468,4.29492262273408
5630,3.39804905166101,0.9,2.51168717624212,4.28487936829238
5640,3.41541450341037,0.9,2.51654557469114,4.29891544057046
5650,3.43296245671241,0.9,2.56793300717909,4.35862665289739
5660,3.45065001087385,0.9,2.60352684461493,4.28149453117204
5670,3.46845518679098,0.9,2.59327095579942,4.33346944548968
5680,3.48639727406297,0.9,2.64218918945516,4.35061791564256
5690,3.50452736465094,0.9,2.69129583252699,4.29349018177145
5700,3.52276287118184,0.9,2.66433851664622,4.33993108890898
5710,3.54111594001742,0.9,2.73634642611369,4.35715163374887
5720,3.55956524567388,0.9,2.71691140528162,4.35981360736924
5730,3.57818047525637,0.9,2.80749507971141,4.36709766597727
5740,3.59690229975659,0.9,2.84881776089167,4.36811161378388
5750,3.61569982353304,0.9,2.90457947141913,4.37863412829643
5760,3.63458141255442,0.9,2.89141803874086,4.3438376604888
5770,3.65359127671648,0.9,2.9362305061261,4.37691226035108
5780,3.67269040420186,0.9,2.98301671153731,4.37887742339373
5790,3.69185057629671,0.9,2.98416431543065,4.43622406358713
5800,3.71105573672358,0.9,3.01814863491867,4.38443352310811
5810,3.73036730207802,0.9,3.03233776438987,4.41516257961302
5820,3.74973283206532,0.9,3.07789059987899,4.40592451901666
5830,3.76913760321841,0.9,3.10352481661278,4.40751631249671
5840,3.78856721713657,0.9,3.17215727281645,4.43587578753535
5850,3.80805141890606,0.9,3.14643443379338,4.45646544343688
5860,3.82757629469721,0.9,3.21124663984476,4.44568736719161
5870,3.84709873336096,0.9,3.24970732310127,4.45732445872981
5880,3.86662642772664,0.9,3.24611083283638,4.44460314109645
5890,3.88616402643118,0.9,3.29227914699287,4.4824054732787
5900,3.90570266214887,0.9,3.31807229215302,4.49471613350666
